geoid,state_fips,county_fips,state,county,district,division,statute_url
0500000US01089,01,089,Alabama,Madison,Northern,Northeastern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01123,01,123,Alabama,Tallapoosa,Middle,Eastern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01131,01,131,Alabama,Wilcox,Southern,Northern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01093,01,093,Alabama,Marion,Northern,Jasper,https://www.law.cornell.edu/uscode/text/28/81
0500000US01073,01,073,Alabama,Jefferson,Northern,Southern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01059,01,059,Alabama,Franklin,Northern,Northwestern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01019,01,019,Alabama,Cherokee,Northern,Middle,https://www.law.cornell.edu/uscode/text/28/81
0500000US01047,01,047,Alabama,Dallas,Southern,Northern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01087,01,087,Alabama,Macon,Middle,Eastern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01117,01,117,Alabama,Shelby,Northern,Southern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01003,01,003,Alabama,Baldwin,Southern,Southern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01069,01,069,Alabama,Houston,Middle,Southern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01125,01,125,Alabama,Tuscaloosa,Northern,Western,https://www.law.cornell.edu/uscode/text/28/81
0500000US01027,01,027,Alabama,Clay,Northern,Eastern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01109,01,109,Alabama,Pike,Middle,Northern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01037,01,037,Alabama,Coosa,Middle,Northern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01065,01,065,Alabama,Hale,Southern,Northern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01053,01,053,Alabama,Escambia,Southern,Southern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01013,01,013,Alabama,Butler,Middle,Northern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01105,01,105,Alabama,Perry,Southern,Northern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01035,01,035,Alabama,Conecuh,Southern,Southern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01007,01,007,Alabama,Bibb,Northern,Western,https://www.law.cornell.edu/uscode/text/28/81
0500000US01017,01,017,Alabama,Chambers,Middle,Eastern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01057,01,057,Alabama,Fayette,Northern,Jasper,https://www.law.cornell.edu/uscode/text/28/81
0500000US01009,01,009,Alabama,Blount,Northern,Southern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01001,01,001,Alabama,Autauga,Middle,Northern,https://www.law.cornell.edu/uscode/text/28/81
0500000US01061,01,061,Alabama,Geneva,Middle,Southern,https://www.law.cornell.edu/uscode/text/28/81
0500000US02016,02,016,Alaska,Aleutians West Census Area,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02068,02,068,Alaska,Denali Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02122,02,122,Alaska,Kenai Peninsula Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02060,02,060,Alaska,Bristol Bay Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02150,02,150,Alaska,Kodiak Island Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02188,02,188,Alaska,Northwest Arctic Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02050,02,050,Alaska,Bethel Census Area,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02185,02,185,Alaska,North Slope Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02220,02,220,Alaska,Sitka City and Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02090,02,090,Alaska,Fairbanks North Star Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02130,02,130,Alaska,Ketchikan Gateway Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02170,02,170,Alaska,Matanuska-Susitna Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02180,02,180,Alaska,Nome Census Area,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02070,02,070,Alaska,Dillingham Census Area,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02100,02,100,Alaska,Haines Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02282,02,282,Alaska,Yakutat City and Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02110,02,110,Alaska,Juneau City and Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02164,02,164,Alaska,Lake and Peninsula Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02240,02,240,Alaska,Southeast Fairbanks Census Area,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02290,02,290,Alaska,Yukon-Koyukuk Census Area,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02020,02,020,Alaska,Anchorage Municipality,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02013,02,013,Alaska,Aleutians East Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02230,02,230,Alaska,Skagway Municipality,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02198,02,198,Alaska,Prince of Wales-Hyder Census Area,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02195,02,195,Alaska,Petersburg Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02158,02,158,Alaska,Kusilvak Census Area,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02261,02,261,Alaska,Valdez-Cordova Census Area,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02105,02,105,Alaska,Hoonah-Angoon Census Area,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US02275,02,275,Alaska,Wrangell City and Borough,Alaska,,https://www.law.cornell.edu/uscode/text/28/81A
0500000US04013,04,013,Arizona,Maricopa,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US04009,04,009,Arizona,Graham,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US04023,04,023,Arizona,Santa Cruz,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US04012,04,012,Arizona,La Paz,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US04015,04,015,Arizona,Mohave,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US04005,04,005,Arizona,Coconino,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US04027,04,027,Arizona,Yuma,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US04011,04,011,Arizona,Greenlee,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US04021,04,021,Arizona,Pinal,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US04019,04,019,Arizona,Pima,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US04007,04,007,Arizona,Gila,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US04003,04,003,Arizona,Cochise,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US04001,04,001,Arizona,Apache,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US04025,04,025,Arizona,Yavapai,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US04017,04,017,Arizona,Navajo,Arizona,,https://www.law.cornell.edu/uscode/text/28/82
0500000US05145,05,145,Arkansas,White,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05099,05,099,Arkansas,Nevada,Western,Texarkana,https://www.law.cornell.edu/uscode/text/28/83
0500000US05037,05,037,Arkansas,Cross,Eastern,Northern,https://www.law.cornell.edu/uscode/text/28/83
0500000US05043,05,043,Arkansas,Drew,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05027,05,027,Arkansas,Columbia,Western,El Dorado,https://www.law.cornell.edu/uscode/text/28/83
0500000US05125,05,125,Arkansas,Saline,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05141,05,141,Arkansas,Van Buren,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05065,05,065,Arkansas,Izard,Eastern,Northern,https://www.law.cornell.edu/uscode/text/28/83
0500000US05079,05,079,Arkansas,Lincoln,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05083,05,083,Arkansas,Logan,Western,Fort Smith,https://www.law.cornell.edu/uscode/text/28/83
0500000US05035,05,035,Arkansas,Crittenden,Eastern,Delta,https://www.law.cornell.edu/uscode/text/28/83
0500000US05047,05,047,Arkansas,Franklin,Western,Fort Smith,https://www.law.cornell.edu/uscode/text/28/83
0500000US05109,05,109,Arkansas,Pike,Western,Hot Springs,https://www.law.cornell.edu/uscode/text/28/83
0500000US05069,05,069,Arkansas,Jefferson,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05097,05,097,Arkansas,Montgomery,Western,Hot Springs,https://www.law.cornell.edu/uscode/text/28/83
0500000US05127,05,127,Arkansas,Scott,Western,Fort Smith,https://www.law.cornell.edu/uscode/text/28/83
0500000US05131,05,131,Arkansas,Sebastian,Western,Fort Smith,https://www.law.cornell.edu/uscode/text/28/83
0500000US05007,05,007,Arkansas,Benton,Western,Fayetteville,https://www.law.cornell.edu/uscode/text/28/83
0500000US05017,05,017,Arkansas,Chicot,Eastern,Delta,https://www.law.cornell.edu/uscode/text/28/83
0500000US05071,05,071,Arkansas,Johnson,Western,Fort Smith,https://www.law.cornell.edu/uscode/text/28/83
0500000US05077,05,077,Arkansas,Lee,Eastern,Delta,https://www.law.cornell.edu/uscode/text/28/83
0500000US05115,05,115,Arkansas,Pope,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05041,05,041,Arkansas,Desha,Eastern,Delta,https://www.law.cornell.edu/uscode/text/28/83
0500000US05049,05,049,Arkansas,Fulton,Eastern,Northern,https://www.law.cornell.edu/uscode/text/28/83
0500000US05051,05,051,Arkansas,Garland,Western,Hot Springs,https://www.law.cornell.edu/uscode/text/28/83
0500000US05117,05,117,Arkansas,Prairie,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05147,05,147,Arkansas,Woodruff,Eastern,Northern,https://www.law.cornell.edu/uscode/text/28/83
0500000US05023,05,023,Arkansas,Cleburne,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05025,05,025,Arkansas,Cleveland,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05067,05,067,Arkansas,Jackson,Eastern,Northern,https://www.law.cornell.edu/uscode/text/28/83
0500000US05057,05,057,Arkansas,Hempstead,Western,Texarkana,https://www.law.cornell.edu/uscode/text/28/83
0500000US05135,05,135,Arkansas,Sharp,Eastern,Northern,https://www.law.cornell.edu/uscode/text/28/83
0500000US05137,05,137,Arkansas,Stone,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05143,05,143,Arkansas,Washington,Western,Fayetteville,https://www.law.cornell.edu/uscode/text/28/83
0500000US05005,05,005,Arkansas,Baxter,Western,Harrison,https://www.law.cornell.edu/uscode/text/28/83
0500000US05003,05,003,Arkansas,Ashley,Western,El Dorado,https://www.law.cornell.edu/uscode/text/28/83
0500000US05031,05,031,Arkansas,Craighead,Eastern,Northern,https://www.law.cornell.edu/uscode/text/28/83
0500000US05055,05,055,Arkansas,Greene,Eastern,Northern,https://www.law.cornell.edu/uscode/text/28/83
0500000US05073,05,073,Arkansas,Lafayette,Western,Texarkana,https://www.law.cornell.edu/uscode/text/28/83
0500000US05105,05,105,Arkansas,Perry,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05107,05,107,Arkansas,Phillips,Eastern,Delta,https://www.law.cornell.edu/uscode/text/28/83
0500000US05111,05,111,Arkansas,Poinsett,Eastern,Northern,https://www.law.cornell.edu/uscode/text/28/83
0500000US05133,05,133,Arkansas,Sevier,Western,Texarkana,https://www.law.cornell.edu/uscode/text/28/83
0500000US05149,05,149,Arkansas,Yell,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05013,05,013,Arkansas,Calhoun,Western,El Dorado,https://www.law.cornell.edu/uscode/text/28/83
0500000US05019,05,019,Arkansas,Clark,Western,Hot Springs,https://www.law.cornell.edu/uscode/text/28/83
0500000US05011,05,011,Arkansas,Bradley,Western,El Dorado,https://www.law.cornell.edu/uscode/text/28/83
0500000US05095,05,095,Arkansas,Monroe,Eastern,Delta,https://www.law.cornell.edu/uscode/text/28/83
0500000US05113,05,113,Arkansas,Polk,Western,Fort Smith,https://www.law.cornell.edu/uscode/text/28/83
0500000US05103,05,103,Arkansas,Ouachita,Western,El Dorado,https://www.law.cornell.edu/uscode/text/28/83
0500000US05101,05,101,Arkansas,Newton,Western,Harrison,https://www.law.cornell.edu/uscode/text/28/83
0500000US05081,05,081,Arkansas,Little River,Western,Texarkana,https://www.law.cornell.edu/uscode/text/28/83
0500000US05015,05,015,Arkansas,Carroll,Western,Harrison,https://www.law.cornell.edu/uscode/text/28/83
0500000US05091,05,091,Arkansas,Miller,Western,Texarkana,https://www.law.cornell.edu/uscode/text/28/83
0500000US05119,05,119,Arkansas,Pulaski,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05021,05,021,Arkansas,Clay,Eastern,Northern,https://www.law.cornell.edu/uscode/text/28/83
0500000US05039,05,039,Arkansas,Dallas,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05121,05,121,Arkansas,Randolph,Eastern,Northern,https://www.law.cornell.edu/uscode/text/28/83
0500000US05009,05,009,Arkansas,Boone,Western,Harrison,https://www.law.cornell.edu/uscode/text/28/83
0500000US05063,05,063,Arkansas,Independence,Eastern,Northern,https://www.law.cornell.edu/uscode/text/28/83
0500000US05053,05,053,Arkansas,Grant,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05045,05,045,Arkansas,Faulkner,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05089,05,089,Arkansas,Marion,Western,Harrison,https://www.law.cornell.edu/uscode/text/28/83
0500000US05129,05,129,Arkansas,Searcy,Western,Harrison,https://www.law.cornell.edu/uscode/text/28/83
0500000US05033,05,033,Arkansas,Crawford,Western,Fort Smith,https://www.law.cornell.edu/uscode/text/28/83
0500000US05059,05,059,Arkansas,Hot Spring,Western,Hot Springs,https://www.law.cornell.edu/uscode/text/28/83
0500000US05087,05,087,Arkansas,Madison,Western,Fayetteville,https://www.law.cornell.edu/uscode/text/28/83
0500000US05061,05,061,Arkansas,Howard,Western,Texarkana,https://www.law.cornell.edu/uscode/text/28/83
0500000US05093,05,093,Arkansas,Mississippi,Eastern,Northern,https://www.law.cornell.edu/uscode/text/28/83
0500000US05139,05,139,Arkansas,Union,Western,El Dorado,https://www.law.cornell.edu/uscode/text/28/83
0500000US05075,05,075,Arkansas,Lawrence,Eastern,Northern,https://www.law.cornell.edu/uscode/text/28/83
0500000US05029,05,029,Arkansas,Conway,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05001,05,001,Arkansas,Arkansas,Eastern,Delta,https://www.law.cornell.edu/uscode/text/28/83
0500000US05085,05,085,Arkansas,Lonoke,Eastern,Central,https://www.law.cornell.edu/uscode/text/28/83
0500000US05123,05,123,Arkansas,St. Francis,Eastern,Delta,https://www.law.cornell.edu/uscode/text/28/83
0500000US06033,06,033,California,Lake,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06043,06,043,California,Mariposa,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06115,06,115,California,Yuba,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06013,06,013,California,Contra Costa,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06035,06,035,California,Lassen,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06083,06,083,California,Santa Barbara,Central,Western,https://www.law.cornell.edu/uscode/text/28/84
0500000US06097,06,097,California,Sonoma,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06025,06,025,California,Imperial,Southern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06051,06,051,California,Mono,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06001,06,001,California,Alameda,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06067,06,067,California,Sacramento,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06055,06,055,California,Napa,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06053,06,053,California,Monterey,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06091,06,091,California,Sierra,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06073,06,073,California,San Diego,Southern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06113,06,113,California,Yolo,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06023,06,023,California,Humboldt,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06003,06,003,California,Alpine,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06045,06,045,California,Mendocino,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06087,06,087,California,Santa Cruz,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06037,06,037,California,Los Angeles,Central,Western,https://www.law.cornell.edu/uscode/text/28/84
0500000US06065,06,065,California,Riverside,Central,Eastern,https://www.law.cornell.edu/uscode/text/28/84
0500000US06085,06,085,California,Santa Clara,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06041,06,041,California,Marin,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06093,06,093,California,Siskiyou,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06089,06,089,California,Shasta,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06015,06,015,California,Del Norte,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06079,06,079,California,San Luis Obispo,Central,Western,https://www.law.cornell.edu/uscode/text/28/84
0500000US06021,06,021,California,Glenn,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06007,06,007,California,Butte,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06063,06,063,California,Plumas,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06029,06,029,California,Kern,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06009,06,009,California,Calaveras,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06101,06,101,California,Sutter,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06081,06,081,California,San Mateo,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06109,06,109,California,Tuolumne,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06077,06,077,California,San Joaquin,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06005,06,005,California,Amador,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06047,06,047,California,Merced,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06049,06,049,California,Modoc,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06027,06,027,California,Inyo,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06099,06,099,California,Stanislaus,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06103,06,103,California,Tehama,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06069,06,069,California,San Benito,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06017,06,017,California,El Dorado,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06075,06,075,California,San Francisco,Northern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06107,06,107,California,Tulare,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06057,06,057,California,Nevada,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06039,06,039,California,Madera,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06105,06,105,California,Trinity,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06071,06,071,California,San Bernardino,Central,Eastern,https://www.law.cornell.edu/uscode/text/28/84
0500000US06061,06,061,California,Placer,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06095,06,095,California,Solano,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06011,06,011,California,Colusa,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06031,06,031,California,Kings,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06019,06,019,California,Fresno,Eastern,,https://www.law.cornell.edu/uscode/text/28/84
0500000US06111,06,111,California,Ventura,Central,Western,https://www.law.cornell.edu/uscode/text/28/84
0500000US06059,06,059,California,Orange,Central,Southern,https://www.law.cornell.edu/uscode/text/28/84
0500000US08095,08,095,Colorado,Phillips,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08007,08,007,Colorado,Archuleta,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08031,08,031,Colorado,Denver,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08061,08,061,Colorado,Kiowa,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08055,08,055,Colorado,Huerfano,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08009,08,009,Colorado,Baca,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08015,08,015,Colorado,Chaffee,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08047,08,047,Colorado,Gilpin,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08063,08,063,Colorado,Kit Carson,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08045,08,045,Colorado,Garfield,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08051,08,051,Colorado,Gunnison,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08059,08,059,Colorado,Jefferson,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08079,08,079,Colorado,Mineral,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08091,08,091,Colorado,Ouray,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08103,08,103,Colorado,Rio Blanco,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08115,08,115,Colorado,Sedgwick,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08021,08,021,Colorado,Conejos,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08023,08,023,Colorado,Costilla,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08001,08,001,Colorado,Adams,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08037,08,037,Colorado,Eagle,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08065,08,065,Colorado,Lake,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08081,08,081,Colorado,Moffat,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08097,08,097,Colorado,Pitkin,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
0500000US08017,08,017,Colorado,Cheyenne,Colorado,,https://www.law.cornell.edu/uscode/text/28/85
