geoid,state_fips,county_fips,state,county,district,division,statute_url
0500000US19175,19,175,Iowa,Union,Southern,Southern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19177,19,177,Iowa,Van Buren,Southern,Eastern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19159,19,159,Iowa,Ringgold,Southern,Southern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19051,19,051,Iowa,Davis,Southern,Ottumwa,https://www.law.cornell.edu/uscode/text/28/95
0500000US19001,19,001,Iowa,Adair,Southern,Southern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19009,19,009,Iowa,Audubon,Southern,Western,https://www.law.cornell.edu/uscode/text/28/95
0500000US19039,19,039,Iowa,Clarke,Southern,Southern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19093,19,093,Iowa,Ida,Northern,Western,https://www.law.cornell.edu/uscode/text/28/95
0500000US19107,19,107,Iowa,Keokuk,Southern,Ottumwa,https://www.law.cornell.edu/uscode/text/28/95
0500000US19135,19,135,Iowa,Monroe,Southern,Ottumwa,https://www.law.cornell.edu/uscode/text/28/95
0500000US19179,19,179,Iowa,Wapello,Southern,Ottumwa,https://www.law.cornell.edu/uscode/text/28/95
0500000US19167,19,167,Iowa,Sioux,Northern,Western,https://www.law.cornell.edu/uscode/text/28/95
0500000US19025,19,025,Iowa,Calhoun,Northern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19031,19,031,Iowa,Cedar,Northern,Cedar Rapids,https://www.law.cornell.edu/uscode/text/28/95
0500000US19033,19,033,Iowa,Cerro Gordo,Northern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19073,19,073,Iowa,Greene,Southern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19083,19,083,Iowa,Hardin,Northern,Cedar Rapids,https://www.law.cornell.edu/uscode/text/28/95
0500000US19117,19,117,Iowa,Lucas,Southern,Southern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19189,19,189,Iowa,Winnebago,Northern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19147,19,147,Iowa,Palo Alto,Northern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19007,19,007,Iowa,Appanoose,Southern,Ottumwa,https://www.law.cornell.edu/uscode/text/28/95
0500000US19095,19,095,Iowa,Iowa,Northern,Cedar Rapids,https://www.law.cornell.edu/uscode/text/28/95
0500000US19099,19,099,Iowa,Jasper,Southern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19191,19,191,Iowa,Winneshiek,Northern,Eastern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19157,19,157,Iowa,Poweshiek,Southern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19127,19,127,Iowa,Marshall,Southern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19015,19,015,Iowa,Boone,Southern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19017,19,017,Iowa,Bremer,Northern,Eastern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19089,19,089,Iowa,Howard,Northern,Eastern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19063,19,063,Iowa,Emmet,Northern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19081,19,081,Iowa,Hancock,Northern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19121,19,121,Iowa,Madison,Southern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19125,19,125,Iowa,Marion,Southern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19197,19,197,Iowa,Wright,Northern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19137,19,137,Iowa,Montgomery,Southern,Western,https://www.law.cornell.edu/uscode/text/28/95
0500000US19123,19,123,Iowa,Mahaska,Southern,Ottumwa,https://www.law.cornell.edu/uscode/text/28/95
0500000US19019,19,019,Iowa,Buchanan,Northern,Eastern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19053,19,053,Iowa,Decatur,Southern,Southern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19101,19,101,Iowa,Jefferson,Southern,Ottumwa,https://www.law.cornell.edu/uscode/text/28/95
0500000US19005,19,005,Iowa,Allamakee,Northern,Eastern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19049,19,049,Iowa,Dallas,Southern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19023,19,023,Iowa,Butler,Northern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19071,19,071,Iowa,Fremont,Southern,Western,https://www.law.cornell.edu/uscode/text/28/95
0500000US19173,19,173,Iowa,Taylor,Southern,Southern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19195,19,195,Iowa,Worth,Northern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19003,19,003,Iowa,Adams,Southern,Southern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19037,19,037,Iowa,Chickasaw,Northern,Eastern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19059,19,059,Iowa,Dickinson,Northern,Western,https://www.law.cornell.edu/uscode/text/28/95
0500000US19103,19,103,Iowa,Johnson,Southern,Davenport,https://www.law.cornell.edu/uscode/text/28/95
0500000US19171,19,171,Iowa,Tama,Northern,Cedar Rapids,https://www.law.cornell.edu/uscode/text/28/95
0500000US19069,19,069,Iowa,Franklin,Northern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19027,19,027,Iowa,Carroll,Northern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19067,19,067,Iowa,Floyd,Northern,Eastern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19115,19,115,Iowa,Louisa,Southern,Eastern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19119,19,119,Iowa,Lyon,Northern,Western,https://www.law.cornell.edu/uscode/text/28/95
0500000US19165,19,165,Iowa,Shelby,Southern,Western,https://www.law.cornell.edu/uscode/text/28/95
0500000US19087,19,087,Iowa,Henry,Southern,Eastern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19145,19,145,Iowa,Page,Southern,Western,https://www.law.cornell.edu/uscode/text/28/95
0500000US19155,19,155,Iowa,Pottawattamie,Southern,Western,https://www.law.cornell.edu/uscode/text/28/95
0500000US19043,19,043,Iowa,Clayton,Northern,Eastern,https://www.law.cornell.edu/uscode/text/28/95
0500000US19021,19,021,Iowa,Buena Vista,Northern,Western,https://www.law.cornell.edu/uscode/text/28/95
0500000US19077,19,077,Iowa,Guthrie,Southern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19091,19,091,Iowa,Humboldt,Northern,Central,https://www.law.cornell.edu/uscode/text/28/95
0500000US19183,19,183,Iowa,Washington,Southern,Davenport,https://www.law.cornell.edu/uscode/text/28/95
0500000US19141,19,141,Iowa,O'Brien,Northern,Western,https://www.law.cornell.edu/uscode/text/28/95
0500000US20183,20,183,Kansas,Smith,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20067,20,067,Kansas,Grant,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20095,20,095,Kansas,Kingman,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20015,20,015,Kansas,Butler,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20131,20,131,Kansas,Nemaha,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20149,20,149,Kansas,Pottawatomie,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20021,20,021,Kansas,Cherokee,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20105,20,105,Kansas,Lincoln,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20191,20,191,Kansas,Sumner,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20195,20,195,Kansas,Trego,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20205,20,205,Kansas,Wilson,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20207,20,207,Kansas,Woodson,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20135,20,135,Kansas,Ness,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20141,20,141,Kansas,Osborne,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20011,20,011,Kansas,Bourbon,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20075,20,075,Kansas,Hamilton,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20097,20,097,Kansas,Kiowa,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20177,20,177,Kansas,Shawnee,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20181,20,181,Kansas,Sherman,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20193,20,193,Kansas,Thomas,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20125,20,125,Kansas,Montgomery,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20127,20,127,Kansas,Morris,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20153,20,153,Kansas,Rawlins,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20163,20,163,Kansas,Rooks,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20025,20,025,Kansas,Clark,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20053,20,053,Kansas,Ellsworth,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20077,20,077,Kansas,Harper,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20167,20,167,Kansas,Russell,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20111,20,111,Kansas,Lyon,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20145,20,145,Kansas,Pawnee,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20001,20,001,Kansas,Allen,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20033,20,033,Kansas,Comanche,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20049,20,049,Kansas,Elk,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20063,20,063,Kansas,Gove,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20079,20,079,Kansas,Harvey,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20083,20,083,Kansas,Hodgeman,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20093,20,093,Kansas,Kearny,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20185,20,185,Kansas,Stafford,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20113,20,113,Kansas,McPherson,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20139,20,139,Kansas,Osage,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20071,20,071,Kansas,Greeley,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20031,20,031,Kansas,Coffey,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20037,20,037,Kansas,Crawford,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20051,20,051,Kansas,Ellis,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20073,20,073,Kansas,Greenwood,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20099,20,099,Kansas,Labette,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20107,20,107,Kansas,Linn,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20173,20,173,Kansas,Sedgwick,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20175,20,175,Kansas,Seward,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20157,20,157,Kansas,Republic,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20065,20,065,Kansas,Graham,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20091,20,091,Kansas,Johnson,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20045,20,045,Kansas,Douglas,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20179,20,179,Kansas,Sheridan,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20121,20,121,Kansas,Miami,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20069,20,069,Kansas,Gray,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20199,20,199,Kansas,Wallace,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20189,20,189,Kansas,Stevens,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20201,20,201,Kansas,Washington,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20019,20,019,Kansas,Chautauqua,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20129,20,129,Kansas,Morton,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20155,20,155,Kansas,Reno,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20029,20,029,Kansas,Cloud,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20171,20,171,Kansas,Scott,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20043,20,043,Kansas,Doniphan,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20081,20,081,Kansas,Haskell,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20101,20,101,Kansas,Lane,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20133,20,133,Kansas,Neosho,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20013,20,013,Kansas,Brown,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20147,20,147,Kansas,Phillips,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20161,20,161,Kansas,Riley,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20039,20,039,Kansas,Decatur,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20087,20,087,Kansas,Jefferson,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20085,20,085,Kansas,Jackson,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20109,20,109,Kansas,Logan,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20209,20,209,Kansas,Wyandotte,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20027,20,027,Kansas,Clay,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20169,20,169,Kansas,Saline,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20197,20,197,Kansas,Wabaunsee,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20123,20,123,Kansas,Mitchell,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20005,20,005,Kansas,Atchison,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20055,20,055,Kansas,Finney,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20103,20,103,Kansas,Leavenworth,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20187,20,187,Kansas,Stanton,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20119,20,119,Kansas,Meade,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20151,20,151,Kansas,Pratt,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20003,20,003,Kansas,Anderson,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20061,20,061,Kansas,Geary,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20057,20,057,Kansas,Ford,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20117,20,117,Kansas,Marshall,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20023,20,023,Kansas,Cheyenne,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20035,20,035,Kansas,Cowley,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20059,20,059,Kansas,Franklin,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20089,20,089,Kansas,Jewell,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20159,20,159,Kansas,Rice,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20017,20,017,Kansas,Chase,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20203,20,203,Kansas,Wichita,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20137,20,137,Kansas,Norton,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20009,20,009,Kansas,Barton,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20047,20,047,Kansas,Edwards,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20165,20,165,Kansas,Rush,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20115,20,115,Kansas,Marion,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20143,20,143,Kansas,Ottawa,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20007,20,007,Kansas,Barber,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US20041,20,041,Kansas,Dickinson,Kansas,,https://www.law.cornell.edu/uscode/text/28/96
0500000US21031,21,031,Kentucky,Butler,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21061,21,061,Kentucky,Edmonson,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21097,21,097,Kentucky,Harrison,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21023,21,023,Kentucky,Bracken,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21143,21,143,Kentucky,Lyon,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21063,21,063,Kentucky,Elliott,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21111,21,111,Kentucky,Jefferson,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21123,21,123,Kentucky,Larue,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21161,21,161,Kentucky,Mason,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21167,21,167,Kentucky,Mercer,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21201,21,201,Kentucky,Robertson,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21207,21,207,Kentucky,Russell,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21229,21,229,Kentucky,Washington,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21007,21,007,Kentucky,Ballard,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21009,21,009,Kentucky,Barren,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21087,21,087,Kentucky,Green,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21091,21,091,Kentucky,Hancock,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21159,21,159,Kentucky,Martin,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21093,21,093,Kentucky,Hardin,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21149,21,149,Kentucky,McLean,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21183,21,183,Kentucky,Ohio,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21197,21,197,Kentucky,Powell,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21233,21,233,Kentucky,Webster,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21033,21,033,Kentucky,Caldwell,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21045,21,045,Kentucky,Casey,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21047,21,047,Kentucky,Christian,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21085,21,085,Kentucky,Grayson,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21103,21,103,Kentucky,Henry,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21107,21,107,Kentucky,Hopkins,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21109,21,109,Kentucky,Jackson,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21125,21,125,Kentucky,Laurel,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21157,21,157,Kentucky,Marshall,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21163,21,163,Kentucky,Meade,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21173,21,173,Kentucky,Montgomery,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21181,21,181,Kentucky,Nicholas,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21185,21,185,Kentucky,Oldham,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21187,21,187,Kentucky,Owen,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21203,21,203,Kentucky,Rockcastle,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21209,21,209,Kentucky,Scott,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21227,21,227,Kentucky,Warren,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21003,21,003,Kentucky,Allen,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21017,21,017,Kentucky,Bourbon,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21019,21,019,Kentucky,Boyd,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21029,21,029,Kentucky,Bullitt,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21055,21,055,Kentucky,Crittenden,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21067,21,067,Kentucky,Fayette,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21075,21,075,Kentucky,Fulton,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21115,21,115,Kentucky,Johnson,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21165,21,165,Kentucky,Menifee,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21051,21,051,Kentucky,Clay,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21175,21,175,Kentucky,Morgan,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21193,21,193,Kentucky,Perry,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21237,21,237,Kentucky,Wolfe,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21013,21,013,Kentucky,Bell,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21025,21,025,Kentucky,Breathitt,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21083,21,083,Kentucky,Graves,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21099,21,099,Kentucky,Hart,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21231,21,231,Kentucky,Wayne,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21155,21,155,Kentucky,Marion,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21221,21,221,Kentucky,Trigg,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21015,21,015,Kentucky,Boone,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21131,21,131,Kentucky,Leslie,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21121,21,121,Kentucky,Knox,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21127,21,127,Kentucky,Lawrence,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21139,21,139,Kentucky,Livingston,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21195,21,195,Kentucky,Pike,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21211,21,211,Kentucky,Shelby,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21005,21,005,Kentucky,Anderson,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21027,21,027,Kentucky,Breckinridge,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21073,21,073,Kentucky,Franklin,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21117,21,117,Kentucky,Kenton,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21151,21,151,Kentucky,Madison,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21153,21,153,Kentucky,Magoffin,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21189,21,189,Kentucky,Owsley,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21213,21,213,Kentucky,Simpson,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21217,21,217,Kentucky,Taylor,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21219,21,219,Kentucky,Todd,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21039,21,039,Kentucky,Carlisle,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21053,21,053,Kentucky,Clinton,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21077,21,077,Kentucky,Gallatin,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21079,21,079,Kentucky,Garrard,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21069,21,069,Kentucky,Fleming,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21037,21,037,Kentucky,Campbell,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21223,21,223,Kentucky,Trimble,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21105,21,105,Kentucky,Hickman,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21179,21,179,Kentucky,Nelson,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21081,21,081,Kentucky,Grant,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21141,21,141,Kentucky,Logan,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21191,21,191,Kentucky,Pendleton,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21215,21,215,Kentucky,Spencer,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21011,21,011,Kentucky,Bath,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21021,21,021,Kentucky,Boyle,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21095,21,095,Kentucky,Harlan,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21137,21,137,Kentucky,Lincoln,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21171,21,171,Kentucky,Monroe,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21225,21,225,Kentucky,Union,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21035,21,035,Kentucky,Calloway,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21059,21,059,Kentucky,Daviess,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21199,21,199,Kentucky,Pulaski,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21101,21,101,Kentucky,Henderson,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21119,21,119,Kentucky,Knott,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21177,21,177,Kentucky,Muhlenberg,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21001,21,001,Kentucky,Adair,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21057,21,057,Kentucky,Cumberland,Western,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21129,21,129,Kentucky,Lee,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
0500000US21135,21,135,Kentucky,Lewis,Eastern,,https://www.law.cornell.edu/uscode/text/28/97
