zip,city,stusab,latitude,longitude,INTPTLAT,INTPTLONG,zcta,"point map url
",zip map url,result,notes,census_reporter_check
92329,Phelan,CA,34.4261,-117.5723,,,92371,point map,zip map,,,
92375,Redlands,CA,34.0556,-117.1825,,,92373,point map,zip map,,,
92317,Blue Jay,CA,34.2112,-117.0796,,,92382,point map,zip map,,,
92393,Victorville,CA,34.5361,-117.2912,,,92395,point map,zip map,,,
92402,San Bernardino,CA,34.1083,-117.2898,,,92401,point map,zip map,,,
92403,San Bernardino,CA,34.1083,-117.2898,,,92401,point map,zip map,,,
92406,San Bernardino,CA,34.1083,-117.2898,,,92401,point map,zip map,,,
92413,San Bernardino,CA,34.1083,-117.2898,,,92401,point map,zip map,,,
92415,San Bernardino,CA,34.1083,-117.2898,,,92401,point map,zip map,,,
92418,San Bernardino,CA,34.1083,-117.2898,,,92401,point map,zip map,,,
92423,San Bernardino,CA,34.1083,-117.2898,,,92401,point map,zip map,,,
92427,San Bernardino,CA,34.1083,-117.2898,,,92401,point map,zip map,,,
92522,Riverside,CA,33.9533,-117.3962,,,92506,point map,zip map,,,
92521,Riverside,CA,33.9533,-117.3962,,,92506,point map,zip map,,,
92519,Riverside,CA,33.9533,-117.3962,,,92506,point map,zip map,,,
92517,Riverside,CA,33.9533,-117.3962,,,92506,point map,zip map,,,
92516,Riverside,CA,33.9533,-117.3962,,,92506,point map,zip map,,,
92514,Riverside,CA,33.9533,-117.3962,,,92506,point map,zip map,,,
92513,Riverside,CA,33.9533,-117.3962,,,92506,point map,zip map,,,
92515,Riverside,CA,33.9533,-117.3962,,,92506,point map,zip map,,,
92502,Riverside,CA,33.9533,-117.3962,,,92506,point map,zip map,,,
92531,Lake Elsinore,CA,33.6681,-117.3273,,,92530,point map,zip map,,,
92546,Hemet,CA,33.7476,-116.9731,,,92543,point map,zip map,,,
92552,Moreno Valley,CA,33.9375,-117.2306,,,92553,point map,zip map,,,
92554,Moreno Valley,CA,33.9375,-117.2306,,,92553,point map,zip map,,,
92556,Moreno Valley,CA,33.9375,-117.2306,,,92553,point map,zip map,,,
92261,Palm Desert,CA,33.6604,-116.4082,,,92561,point map,zip map,,,
92564,Murrieta,CA,33.5539,-117.2139,,,92562,point map,zip map,,,
92572,Perris,CA,33.7825,-117.2286,,,92570,point map,zip map,,,
92599,Perris,CA,33.7825,-117.2286,,,92570,point map,zip map,,,
92581,San Jacinto,CA,33.7839,-116.9586,,,92583,point map,zip map,,,
92593,Temecula,CA,33.4936,-117.1484,,,92590,point map,zip map,,,
92589,Temecula,CA,33.4936,-117.1484,,,92590,point map,zip map,,,
92697,Irvine,CA,33.6485,-117.8387,,,92612,point map,zip map,,,
92616,Irvine,CA,33.6519,-117.8361,,,92612,point map,zip map,,,
92698,Aliso Viejo,CA,33.6686,-117.8386,,,92612,point map,zip map,,,
92650,East Irvine,CA,33.6795,-117.7609,,,92618,point map,zip map,,,
92619,Irvine,CA,33.6706,-117.7645,,,92618,point map,zip map,,,
92628,Costa Mesa,CA,33.6401,-117.9159,,,92627,point map,zip map,,,
92609,El Toro,CA,33.624,-117.6908,,,92630,point map,zip map,,,
92654,Laguna Hills,CA,33.6042,-117.7154,,,92637,point map,zip map,,,
92615,Huntington Beach,CA,33.6566,-117.9699,,,92646,point map,zip map,,,
92605,Huntington Beach,CA,33.7151,-118.0077,,,92647,point map,zip map,,,
92652,Laguna Beach,CA,33.543,-117.7815,,,92651,point map,zip map,,,
92658,Newport Beach,CA,33.6422,-117.8631,,,92660,point map,zip map,,,
92659,Newport Beach,CA,33.6222,-117.9235,,,92663,point map,zip map,,,
92674,San Clemente,CA,33.4409,-117.6211,,,92673,point map,zip map,,,
92693,San Juan Capistrano,CA,33.4977,-117.6651,,,92675,point map,zip map,,,
92862,Orange,CA,33.7915,-117.714,,,92676,point map,zip map,,,
92607,Laguna Niguel,CA,33.5269,-117.7117,,,92677,point map,zip map,,,
92685,Westminster,CA,33.7528,-117.9951,,,92683,point map,zip map,,,
92684,Westminster,CA,33.7627,-118.0072,,,92683,point map,zip map,,,
92690,Mission Viejo,CA,33.6117,-117.643,,,92692,point map,zip map,,,
92702,Santa Ana,CA,33.7365,-117.8714,,,92701,point map,zip map,,,
92712,Santa Ana,CA,33.7496,-117.875,,,92701,point map,zip map,,,
92799,Santa Ana,CA,33.7205,-117.9098,,,92704,point map,zip map,,,
92711,Santa Ana,CA,33.7669,-117.8043,,,92705,point map,zip map,,,
92735,Santa Ana,CA,33.7188,-117.8546,,,92707,point map,zip map,,,
92728,Fountain Valley,CA,33.714,-117.9284,,,92708,point map,zip map,,,
92781,Tustin,CA,33.7369,-117.8181,,,92780,point map,zip map,,,
92623,Irvine,CA,33.6942,-117.8126,,,92782,point map,zip map,,,
92803,Anaheim,CA,33.8397,-117.9388,,,92801,point map,zip map,,,
92809,Anaheim,CA,33.8426,-117.9388,,,92801,point map,zip map,,,
92850,Anaheim,CA,33.8442,-117.9555,,,92801,point map,zip map,,,
92812,Anaheim,CA,33.817,-117.9286,,,92802,point map,zip map,,,
92814,Anaheim,CA,33.8173,-117.9607,,,92804,point map,zip map,,,
92825,Anaheim,CA,33.8356,-117.9132,,,92805,point map,zip map,,,
92815,Anaheim,CA,33.8319,-117.9121,,,92805,point map,zip map,,,
92816,Anaheim,CA,33.8401,-117.8867,,,92806,point map,zip map,,,
92899,Anaheim,CA,33.8373,-117.8712,,,92806,point map,zip map,,,
92817,Anaheim,CA,33.8512,-117.7915,,,92807,point map,zip map,,,
92822,Brea,CA,33.9187,-117.8892,,,92821,point map,zip map,,,
92834,Fullerton,CA,33.8768,-117.897,,,92831,point map,zip map,,,
92836,Fullerton,CA,33.8755,-117.9038,,,92831,point map,zip map,,,
92837,Fullerton,CA,33.8695,-117.9611,,,92833,point map,zip map,,,
92838,Fullerton,CA,33.8934,-117.931,,,92835,point map,zip map,,,
92842,Garden Grove,CA,33.7783,-117.9456,,,92840,point map,zip map,,,
92846,Garden Grove,CA,33.788,-118.0325,,,92845,point map,zip map,,,
92857,Orange,CA,33.8317,-117.8491,,,92865,point map,zip map,,,
92856,Orange,CA,33.7841,-117.8435,,,92866,point map,zip map,,,
92863,Orange,CA,33.8153,-117.8273,,,92867,point map,zip map,,,
92864,Orange,CA,33.8143,-117.8308,,,92867,point map,zip map,,,
92859,Orange,CA,33.8027,-117.7867,,,92869,point map,zip map,,,
92871,Placentia,CA,33.8829,-117.8557,,,92870,point map,zip map,,,
92811,Atwood,CA,33.8674,-117.831,,,92870,point map,zip map,,,
92877,Corona,CA,33.8753,-117.5664,,,92879,point map,zip map,,,
92878,Corona,CA,33.8753,-117.5664,,,92879,point map,zip map,,,
92885,Yorba Linda,CA,33.8911,-117.8222,,,92886,point map,zip map,,,
93007,Ventura,CA,34.2783,-119.2932,,,93001,point map,zip map,,,
93006,Ventura,CA,34.2783,-119.2932,,,93001,point map,zip map,,,
93002,Ventura,CA,34.2783,-119.2932,,,93001,point map,zip map,,,
93005,Ventura,CA,34.2783,-119.2932,,,93001,point map,zip map,,,
93011,Camarillo,CA,34.2164,-119.0376,,,93010,point map,zip map,,,
93014,Carpinteria,CA,34.3989,-119.5185,,,93013,point map,zip map,,,
93016,Fillmore,CA,34.3992,-118.9182,,,93015,point map,zip map,,,
93020,Moorpark,CA,34.2856,-118.882,,,93021,point map,zip map,,,
93024,Ojai,CA,34.448,-119.2429,,,93023,point map,zip map,,,
93032,Oxnard,CA,34.1975,-119.1771,,,93030,point map,zip map,,,
93044,Port Hueneme,CA,34.1478,-119.1951,,,93041,point map,zip map,,,
93061,Santa Paula,CA,34.3542,-119.0593,,,93060,point map,zip map,,,
93009,Ventura,CA,34.3562,-119.1462,,,93060,point map,zip map,,,
93062,Simi Valley,CA,34.2694,-118.7815,,,93065,point map,zip map,,,
93094,Simi Valley,CA,34.2694,-118.7815,,,93065,point map,zip map,,,
93099,Simi Valley,CA,34.2694,-118.7815,,,93065,point map,zip map,,,
93190,Santa Barbara,CA,34.4208,-119.6982,,,93101,point map,zip map,,,
93160,Santa Barbara,CA,34.4208,-119.6982,,,93101,point map,zip map,,,
93150,Santa Barbara,CA,34.4208,-119.6982,,,93101,point map,zip map,,,
93130,Santa Barbara,CA,34.4208,-119.6982,,,93101,point map,zip map,,,
93120,Santa Barbara,CA,34.4208,-119.6982,,,93101,point map,zip map,,,
93140,Santa Barbara,CA,34.4208,-119.6982,,,93101,point map,zip map,,,
93102,Santa Barbara,CA,34.4208,-119.6982,,,93101,point map,zip map,,,
93121,Santa Barbara,CA,34.4208,-119.6982,,,93101,point map,zip map,,,
93116,Goleta,CA,34.4358,-119.8276,,,93117,point map,zip map,,,
93107,Santa Barbara,CA,34.4218,-119.8637,,,93117,point map,zip map,,,
93106,Santa Barbara,CA,34.4329,-119.8371,,,93117,point map,zip map,,,
93118,Goleta,CA,34.4358,-119.8276,,,93117,point map,zip map,,,
93216,Delano,CA,35.7688,-119.2471,,,93215,point map,zip map,,,
93232,Hanford,CA,36.3275,-119.6457,,,93230,point map,zip map,,,
93237,Kaweah,CA,36.4727,-118.9029,,,93271,point map,zip map,,,
93275,Tulare,CA,36.2077,-119.3473,,,93274,point map,zip map,,,
93282,Waukena,CA,36.1296,-119.5161,,,93274,point map,zip map,,,
93279,Visalia,CA,36.3302,-119.2921,,,93291,point map,zip map,,,
93278,Visalia,CA,36.3302,-119.2921,,,93291,point map,zip map,,,
93227,Goshen,CA,36.3572,-119.4254,,,93291,point map,zip map,,,
93290,Visalia,CA,36.3291,-119.2925,,,93291,point map,zip map,,,
93670,Yettem,CA,36.4718,-119.2594,,,93292,point map,zip map,,,
93302,Bakersfield,CA,35.3733,-119.0187,,,93301,point map,zip map,,,
93384,Bakersfield,CA,35.3733,-119.0187,,,93301,point map,zip map,,,
93303,Bakersfield,CA,35.2944,-118.9052,,,93307,point map,zip map,,,
93390,Bakersfield,CA,35.2944,-118.9052,,,93307,point map,zip map,,,
93388,Bakersfield,CA,35.2944,-118.9052,,,93307,point map,zip map,,,
93387,Bakersfield,CA,35.2944,-118.9052,,,93307,point map,zip map,,,
93389,Bakersfield,CA,35.2944,-118.9052,,,93307,point map,zip map,,,
93383,Bakersfield,CA,35.2944,-118.9052,,,93307,point map,zip map,,,
93380,Bakersfield,CA,35.2944,-118.9052,,,93307,point map,zip map,,,
93386,Bakersfield,CA,35.2944,-118.9052,,,93307,point map,zip map,,,
93385,Bakersfield,CA,35.2944,-118.9052,,,93307,point map,zip map,,,
93403,San Luis Obispo,CA,35.2828,-120.6596,,,93401,point map,zip map,,,
93406,San Luis Obispo,CA,35.2828,-120.6596,,,93401,point map,zip map,,,
93407,San Luis Obispo,CA,35.2828,-120.6596,,,93401,point map,zip map,,,
93408,San Luis Obispo,CA,35.2828,-120.6596,,,93401,point map,zip map,,,
93409,San Luis Obispo,CA,35.2211,-120.6364,,,93401,point map,zip map,,,
93412,Los Osos,CA,35.3111,-120.8324,,,93402,point map,zip map,,,
93421,Arroyo Grande,CA,35.1186,-120.5907,,,93420,point map,zip map,,,
93435,Harmony,CA,35.4919,-120.9763,,,93430,point map,zip map,,,
93483,Grover Beach,CA,35.1216,-120.6213,,,93433,point map,zip map,,,
93438,Lompoc,CA,34.6392,-120.4579,,,93436,point map,zip map,,,
93464,Solvang,CA,34.6744,-120.1115,,,93441,point map,zip map,,,
93423,Atascadero,CA,35.4282,-120.7695,,,93442,point map,zip map,,,
93443,Morro Bay,CA,35.3658,-120.8499,,,93442,point map,zip map,,,
93475,Oceano,CA,35.1004,-120.6111,,,93445,point map,zip map,,,
93448,Pismo Beach,CA,35.1428,-120.6413,,,93449,point map,zip map,,,
93447,Paso Robles,CA,35.7562,-120.6935,,,93451,point map,zip map,,,
93456,Santa Maria,CA,34.953,-120.4357,,,93454,point map,zip map,,,
93457,Santa Maria,CA,34.953,-120.4357,,,93454,point map,zip map,,,
93502,Mojave,CA,35.0525,-118.174,,,93501,point map,zip map,,,
93515,Bishop,CA,37.3635,-118.3951,,,93514,point map,zip map,,,
93596,Boron,CA,34.9994,-117.6498,,,93516,point map,zip map,,,
93539,Lancaster,CA,34.698,-118.1367,,,93534,point map,zip map,,,
93586,Lancaster,CA,34.698,-118.1367,,,93534,point map,zip map,,,
93584,Lancaster,CA,34.698,-118.1367,,,93534,point map,zip map,,,
93599,Palmdale,CA,34.5794,-118.1165,,,93550,point map,zip map,,,
93590,Palmdale,CA,34.5794,-118.1165,,,93550,point map,zip map,,,
93556,Ridgecrest,CA,35.6225,-117.6709,,,93555,point map,zip map,,,
93581,Tehachapi,CA,35.1322,-118.449,,,93561,point map,zip map,,,
93613,Clovis,CA,36.8252,-119.7029,,,93612,point map,zip map,,,
93642,Mono Hot Springs,CA,37.3266,-119.0176,,,93634,point map,zip map,,,
93639,Madera,CA,36.9613,-120.0607,,,93637,point map,zip map,,,
93607,Burrel,CA,36.5898,-119.8994,,,93652,point map,zip map,,,
93649,Piedra,CA,36.8417,-119.3496,,,93657,point map,zip map,,,
93737,Fresno,CA,36.7477,-119.7724,,,93702,point map,zip map,,,
93765,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93772,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93773,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93774,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93775,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93776,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93777,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93778,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93790,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93786,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93888,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93791,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93792,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93793,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93794,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93844,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93764,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93779,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93761,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93771,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93755,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93707,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93708,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93709,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93760,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93714,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93715,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93716,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93717,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93718,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93712,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93729,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93740,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93741,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93744,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93745,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93747,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93750,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93724,Fresno,CA,36.7464,-119.6397,,,93727,point map,zip map,,,
93915,Salinas,CA,36.6777,-121.6555,,,93901,point map,zip map,,,
93912,Salinas,CA,36.6777,-121.6555,,,93901,point map,zip map,,,
93902,Salinas,CA,36.6777,-121.6555,,,93901,point map,zip map,,,
93922,Carmel,CA,36.5433,-121.9263,,,93923,point map,zip map,,,
93942,Monterey,CA,36.6002,-121.8947,,,93940,point map,zip map,,,
93944,Monterey,CA,36.6062,-121.9089,,,93940,point map,zip map,,,
94011,Burlingame,CA,37.5841,-122.3661,,,94010,point map,zip map,,,
94016,Daly City,CA,37.7058,-122.4619,,,94014,point map,zip map,,,
94017,Daly City,CA,37.7058,-122.4619,,,94014,point map,zip map,,,
94018,El Granada,CA,37.5101,-122.4734,,,94019,point map,zip map,,,
94023,Los Altos,CA,37.3852,-122.1141,,,94022,point map,zip map,,,
94039,Mountain View,CA,37.3861,-122.0839,,,94041,point map,zip map,,,
94035,Mountain View,CA,37.3861,-122.0839,,,94041,point map,zip map,,,
94042,Mountain View,CA,37.3861,-122.0839,,,94041,point map,zip map,,,
94026,Menlo Park,CA,37.3811,-122.3348,,,94062,point map,zip map,,,
94064,Redwood City,CA,37.3811,-122.3348,,,94062,point map,zip map,,,
94083,South San Francisco,CA,37.6547,-122.4077,,,94080,point map,zip map,,,
94088,Sunnyvale,CA,37.3688,-122.0363,,,94087,point map,zip map,,,
94142,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94172,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94164,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94163,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94161,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94160,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94159,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94151,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94147,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94146,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94145,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94188,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94177,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94141,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94140,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94139,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94137,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94126,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94125,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94120,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94119,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94144,San Francisco,CA,37.7749,-122.4194,,,94103,point map,zip map,,,
94143,San Francisco,CA,37.7631,-122.4586,,,94131,point map,zip map,,,
94302,Palo Alto,CA,37.4419,-122.143,,,94301,point map,zip map,,,
94309,Palo Alto,CA,37.4419,-122.143,,,94301,point map,zip map,,,
94497,San Mateo,CA,37.5347,-122.3259,,,94403,point map,zip map,,,
94522,Concord,CA,37.978,-122.0311,,,94520,point map,zip map,,,
94524,Concord,CA,37.978,-122.0311,,,94520,point map,zip map,,,
94529,Concord,CA,37.978,-122.0311,,,94520,point map,zip map,,,
94527,Concord,CA,37.9535,-121.9578,,,94521,point map,zip map,,,
94543,Hayward,CA,37.6688,-122.0808,,,94541,point map,zip map,,,
94562,Oakville,CA,38.4379,-122.3991,,,94558,point map,zip map,,,
94581,Napa,CA,38.2971,-122.2855,,,94559,point map,zip map,,,
94570,Moraga,CA,37.7772,-121.9554,,,94582,point map,zip map,,,
94537,Fremont,CA,37.6802,-121.9215,,,94588,point map,zip map,,,
94557,Hayward,CA,37.6802,-121.9215,,,94588,point map,zip map,,,
94540,Hayward,CA,37.6802,-121.9215,,,94588,point map,zip map,,,
94622,Oakland,CA,37.799,-122.2337,,,94606,point map,zip map,,,
94615,Oakland,CA,37.8067,-122.3004,,,94607,point map,zip map,,,
94662,Emeryville,CA,37.8313,-122.2852,,,94608,point map,zip map,,,
94620,Piedmont,CA,37.8244,-122.2316,,,94611,point map,zip map,,,
94649,Oakland,CA,37.8044,-122.2708,,,94612,point map,zip map,,,
94617,Oakland,CA,37.8078,-122.2717,,,94612,point map,zip map,,,
94659,Oakland,CA,37.8044,-122.2708,,,94612,point map,zip map,,,
94604,Oakland,CA,37.8044,-122.2708,,,94612,point map,zip map,,,
94660,Oakland,CA,37.8044,-122.2708,,,94612,point map,zip map,,,
94661,Oakland,CA,37.8044,-122.2708,,,94612,point map,zip map,,,
94666,Oakland,CA,37.8044,-122.2708,,,94612,point map,zip map,,,
94623,Oakland,CA,37.8044,-122.2708,,,94612,point map,zip map,,,
94624,Oakland,CA,37.8044,-122.2708,,,94612,point map,zip map,,,
94614,Oakland,CA,37.7277,-122.2046,,,94621,point map,zip map,,,
94712,Berkeley,CA,37.8716,-122.2727,,,94704,point map,zip map,,,
94701,Berkeley,CA,37.8606,-122.2967,,,94710,point map,zip map,,,
94807,Richmond,CA,37.9358,-122.3477,,,94801,point map,zip map,,,
94802,Richmond,CA,37.9358,-122.3477,,,94801,point map,zip map,,,
94808,Richmond,CA,37.9358,-122.3477,,,94801,point map,zip map,,,
94820,El Sobrante,CA,37.9771,-122.2952,,,94803,point map,zip map,,,
94913,San Rafael,CA,37.9735,-122.5311,,,94901,point map,zip map,,,
94912,San Rafael,CA,37.9735,-122.5311,,,94901,point map,zip map,,,
94914,Kentfield,CA,37.9521,-122.5572,,,94904,point map,zip map,,,
94976,Corte Madera,CA,37.9255,-122.5275,,,94925,point map,zip map,,,
94927,Rohnert Park,CA,38.3396,-122.7011,,,94928,point map,zip map,,,
94926,Rohnert Park,CA,38.3396,-122.7011,,,94928,point map,zip map,,,
94978,Fairfax,CA,37.9871,-122.5889,,,94930,point map,zip map,,,
94977,Larkspur,CA,37.9341,-122.5353,,,94939,point map,zip map,,,
94942,Mill Valley,CA,37.906,-122.545,,,94941,point map,zip map,,,
94948,Novato,CA,38.1489,-122.5737,,,94945,point map,zip map,,,
94998,Novato,CA,38.1173,-122.5684,,,94945,point map,zip map,,,
94915,San Rafael,CA,38.0739,-122.5594,,,94949,point map,zip map,,,
94953,Petaluma,CA,38.2324,-122.6367,,,94952,point map,zip map,,,
94955,Petaluma,CA,38.2324,-122.6367,,,94952,point map,zip map,,,
94975,Petaluma,CA,38.2324,-122.6367,,,94952,point map,zip map,,,
94999,Petaluma,CA,38.2675,-122.6581,,,94954,point map,zip map,,,
94979,San Anselmo,CA,37.9746,-122.5616,,,94960,point map,zip map,,,
94974,San Quentin,CA,37.9413,-122.485,,,94964,point map,zip map,,,
94966,Sausalito,CA,37.8591,-122.4853,,,94965,point map,zip map,,,
95001,Aptos,CA,36.979,-121.898,,,95003,point map,zip map,,,
95009,Campbell,CA,37.2872,-121.9488,,,95008,point map,zip map,,,
95011,Campbell,CA,37.294,-121.9571,,,95008,point map,zip map,,,
95015,Cupertino,CA,37.323,-122.0527,,,95014,point map,zip map,,,
95021,Gilroy,CA,37.0095,-121.5705,,,95020,point map,zip map,,,
95024,Hollister,CA,36.8586,-121.3982,,,95023,point map,zip map,,,
95044,Redwood Estates,CA,37.1584,-121.986,,,95033,point map,zip map,,,
95031,Los Gatos,CA,37.1574,-121.9676,,,95033,point map,zip map,,,
95026,Holy City,CA,37.1584,-121.986,,,95033,point map,zip map,,,
95036,Milpitas,CA,37.424,-121.906,,,95035,point map,zip map,,,
95038,Morgan Hill,CA,37.1525,-121.6722,,,95037,point map,zip map,,,
95052,Santa Clara,CA,37.3522,-121.9583,,,95050,point map,zip map,,,
95055,Santa Clara,CA,37.3451,-121.9769,,,95051,point map,zip map,,,
95056,Santa Clara,CA,37.3997,-121.9608,,,95054,point map,zip map,,,
95061,Santa Cruz,CA,36.9741,-122.0308,,,95060,point map,zip map,,,
95063,Santa Cruz,CA,36.9792,-122.0088,,,95062,point map,zip map,,,
95067,Scotts Valley,CA,37.0511,-122.0136,,,95066,point map,zip map,,,
95071,Saratoga,CA,37.2593,-122.0302,,,95070,point map,zip map,,,
95077,Watsonville,CA,36.9116,-121.7575,,,95076,point map,zip map,,,
95141,San Jose,CA,37.3394,-121.895,,,95110,point map,zip map,,,
95192,San Jose,CA,37.3383,-121.8801,,,95112,point map,zip map,,,
95172,San Jose,CA,37.334,-121.8847,,,95112,point map,zip map,,,
95106,San Jose,CA,37.3378,-121.8908,,,95113,point map,zip map,,,
95173,San Jose,CA,37.3352,-121.8938,,,95113,point map,zip map,,,
95103,San Jose,CA,37.3378,-121.8908,,,95113,point map,zip map,,,
95196,San Jose,CA,37.3338,-121.8894,,,95113,point map,zip map,,,
95108,San Jose,CA,37.3378,-121.8908,,,95113,point map,zip map,,,
95115,San Jose,CA,37.3378,-121.8908,,,95113,point map,zip map,,,
95109,San Jose,CA,37.3378,-121.8908,,,95113,point map,zip map,,,
95156,San Jose,CA,37.3576,-121.8416,,,95116,point map,zip map,,,
95157,San Jose,CA,37.3008,-121.9777,,,95117,point map,zip map,,,
95158,San Jose,CA,37.2625,-121.8779,,,95118,point map,zip map,,,
95042,New Almaden,CA,37.1771,-121.8207,,,95120,point map,zip map,,,
95160,San Jose,CA,37.2187,-121.8601,,,95120,point map,zip map,,,
95151,San Jose,CA,37.3198,-121.8262,,,95122,point map,zip map,,,
95153,San Jose,CA,37.2488,-121.8459,,,95123,point map,zip map,,,
95193,San Jose,CA,37.2441,-121.8287,,,95123,point map,zip map,,,
95154,San Jose,CA,37.2649,-121.9139,,,95124,point map,zip map,,,
95155,San Jose,CA,37.31,-121.9011,,,95125,point map,zip map,,,
95191,San Jose,CA,37.3262,-121.9158,,,95126,point map,zip map,,,
95159,San Jose,CA,37.3179,-121.9349,,,95128,point map,zip map,,,
95170,San Jose,CA,37.3103,-122.0093,,,95129,point map,zip map,,,
95164,San Jose,CA,37.3916,-121.9203,,,95131,point map,zip map,,,
95101,San Jose,CA,37.3894,-121.8868,,,95131,point map,zip map,,,
95161,San Jose,CA,37.3894,-121.8868,,,95131,point map,zip map,,,
95150,San Jose,CA,37.3866,-121.897,,,95131,point map,zip map,,,
95190,San Jose,CA,37.3894,-121.8868,,,95131,point map,zip map,,,
95194,San Jose,CA,37.3894,-121.8868,,,95131,point map,zip map,,,
95152,San Jose,CA,37.4022,-121.847,,,95132,point map,zip map,,,
95201,Stockton,CA,37.958,-121.2876,,,95202,point map,zip map,,,
95296,Stockton,CA,37.9577,-121.2908,,,95202,point map,zip map,,,
95208,Stockton,CA,37.9304,-121.436,,,95206,point map,zip map,,,
95267,Stockton,CA,38.0003,-121.3174,,,95207,point map,zip map,,,
95269,Stockton,CA,38.0187,-121.3225,,,95207,point map,zip map,,,
95297,Stockton,CA,38.0025,-121.324,,,95207,point map,zip map,,,
95214,Stockton,CA,37.9053,-121.2262,,,95215,point map,zip map,,,
95213,Stockton,CA,37.9054,-121.2222,,,95215,point map,zip map,,,
95221,Altaville,CA,38.0838,-120.5608,,,95222,point map,zip map,,,
95241,Lodi,CA,38.1327,-121.2724,,,95240,point map,zip map,,,
95253,Victor,CA,38.138,-121.205,,,95240,point map,zip map,,,
95229,Douglas Flat,CA,38.1144,-120.4538,,,95247,point map,zip map,,,
95347,Moccasin,CA,37.8108,-120.2988,,,95305,point map,zip map,,,
95309,Chinese Camp,CA,37.8594,-120.4069,,,95327,point map,zip map,,,
95343,Merced,CA,37.3082,-120.48,,,95340,point map,zip map,,,
95344,Merced,CA,37.3082,-120.48,,,95340,point map,zip map,,,
